city,country,Gender,Date,Card Type,Exp Type,amount,day_name,holiday_name,holiday_type
"Greater Mumbai"," India",Female,2014-10-18,Silver,Entertainment,264418,"Saturday ",,
Delhi," India",Male,2013-11-17,Platinum,Fuel,91677,"Sunday   ","Guru Nanak Jayanti","Gazetted Holiday"
Bengaluru," India",Female,2014-06-26,Signature,Entertainment,150662,"Thursday ",,
"Greater Mumbai"," India",Male,2015-02-09,Gold,Fuel,45391,"Monday   ",,
"Greater Mumbai"," India",Female,2014-12-07,Platinum,Food,61669,"Sunday   ",,
Bengaluru," India",Male,2014-10-21,Gold,Fuel,232677,"Tuesday  ",,
Delhi," India",Male,2015-05-21,Signature,Fuel,87608,"Thursday ",,
Bengaluru," India",Male,2014-11-08,Signature,Entertainment,180139,"Saturday ",,
"Greater Mumbai"," India",Male,2015-03-11,Platinum,Entertainment,74382,Wednesday,,
"Greater Mumbai"," India",Female,2014-09-13,Gold,Food,229254,"Saturday ",,
Delhi," India",Male,2014-01-03,Platinum,Entertainment,232994,"Friday   ",,
Ahmedabad," India",Male,2014-04-27,Silver,Food,49600,"Sunday   ",,
Ahmedabad," India",Female,2014-04-04,Platinum,Grocery,268595,"Friday   ",,
Ahmedabad," India",Female,2015-04-26,Silver,Grocery,196094,"Sunday   ",,
Ahmedabad," India",Female,2014-11-13,Signature,Fuel,127888,"Thursday ",,
"Greater Mumbai"," India",Female,2014-11-25,Gold,Grocery,47247,"Tuesday  ",,
Ahmedabad," India",Female,2014-05-17,Silver,Bills,136478,"Saturday ",,
Ahmedabad," India",Female,2014-05-27,Gold,Bills,297523,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-03-29,Signature,Fuel,139910,"Saturday ",,
"Greater Mumbai"," India",Female,2013-12-02,Gold,Entertainment,49327,"Monday   ",,
"Greater Mumbai"," India",Female,2014-12-12,Platinum,Fuel,6176,"Friday   ",,
Bengaluru," India",Male,2015-02-18,Signature,Food,287628,Wednesday,,
Bengaluru," India",Female,2014-09-07,Silver,Grocery,177005,"Sunday   ",,
Bengaluru," India",Male,2014-02-06,Gold,Entertainment,4906,"Thursday ",,
Bengaluru," India",Male,2014-12-26,Platinum,Entertainment,246756,"Friday   ",,
Ahmedabad," India",Male,2014-10-19,Silver,Bills,138511,"Sunday   ",,
Bengaluru," India",Male,2015-05-08,Silver,Bills,148552,"Friday   ",,
Ahmedabad," India",Male,2015-04-11,Platinum,Grocery,158677,"Saturday ",,
Ahmedabad," India",Female,2014-02-08,Signature,Bills,260920,"Saturday ",,
Bengaluru," India",Male,2013-12-19,Platinum,Fuel,265988,"Thursday ",,
Ahmedabad," India",Female,2014-02-12,Signature,Fuel,27927,Wednesday,,
Bengaluru," India",Female,2015-01-17,Gold,Food,188026,"Saturday ",,
Ahmedabad," India",Male,2015-03-24,Platinum,Entertainment,296977,"Tuesday  ",,
Bengaluru," India",Male,2014-04-12,Silver,Entertainment,7789,"Saturday ",,
Ahmedabad," India",Male,2014-11-30,Platinum,Entertainment,47532,"Sunday   ",,
Bengaluru," India",Male,2014-07-10,Silver,Entertainment,246790,"Thursday ",,
Ahmedabad," India",Female,2014-05-03,Signature,Bills,126049,"Saturday ",,
"Greater Mumbai"," India",Male,2014-07-16,Gold,Entertainment,179541,Wednesday,,
Bengaluru," India",Female,2014-01-09,Signature,Food,57591,"Thursday ",,
Delhi," India",Female,2015-02-18,Silver,Fuel,243074,Wednesday,,
Ahmedabad," India",Female,2013-11-04,Silver,Fuel,244917,"Monday   ","Govardhan Puja","Restricted Holiday"
Delhi," India",Male,2014-10-31,Platinum,Food,24765,"Friday   ",Halloween,Observance
Ahmedabad," India",Male,2014-02-07,Signature,Entertainment,295553,"Friday   ",,
Delhi," India",Male,2014-05-02,Silver,Fuel,224591,"Friday   ",,
Ahmedabad," India",Male,2013-12-02,Gold,Fuel,257442,"Monday   ",,
Bengaluru," India",Male,2014-05-14,Signature,Food,71597,Wednesday,"Buddha Purnima/Vesak","Gazetted Holiday"
"Greater Mumbai"," India",Female,2015-05-04,Platinum,Bills,204811,"Monday   ","Buddha Purnima/Vesak","Gazetted Holiday"
"Greater Mumbai"," India",Male,2013-12-13,Platinum,Food,119116,"Friday   ",,
Bengaluru," India",Female,2015-03-29,Signature,Grocery,270240,"Sunday   ",,
Bengaluru," India",Female,2014-08-31,Signature,Grocery,172515,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-02-14,Platinum,Fuel,132273,"Friday   ","Valentine's Day",Observance
"Greater Mumbai"," India",Female,2014-02-14,Platinum,Fuel,132273,"Friday   ","Guru Ravidas Jayanti","Restricted Holiday"
Bengaluru," India",Male,2014-07-11,Gold,Bills,18829,"Friday   ",,
"Greater Mumbai"," India",Male,2013-10-09,Signature,Grocery,37495,Wednesday,,
"Greater Mumbai"," India",Male,2015-04-11,Silver,Fuel,209291,"Saturday ",,
"Greater Mumbai"," India",Male,2015-05-16,Gold,Entertainment,22289,"Saturday ",,
Ahmedabad," India",Female,2014-06-27,Silver,Food,78379,"Friday   ",,
Ahmedabad," India",Male,2013-12-31,Signature,Food,198893,"Tuesday  ","New Year's Eve",Observance
Ahmedabad," India",Male,2014-04-06,Gold,Entertainment,88507,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-04-27,Silver,Food,85667,"Sunday   ",,
Ahmedabad," India",Male,2014-01-10,Silver,Grocery,13233,"Friday   ",,
Delhi," India",Female,2015-04-05,Gold,Bills,58109,"Sunday   ","Easter Day","Restricted Holiday"
"Greater Mumbai"," India",Female,2015-04-06,Signature,Bills,284336,"Monday   ",,
Bengaluru," India",Male,2015-01-08,Platinum,Food,177499,"Thursday ",,
Ahmedabad," India",Male,2014-06-09,Gold,Food,132135,"Monday   ",,
Delhi," India",Male,2015-01-14,Silver,Grocery,207310,Wednesday,,
Ahmedabad," India",Male,2014-08-23,Gold,Entertainment,257220,"Saturday ",,
Delhi," India",Male,2014-05-06,Signature,Entertainment,247061,"Tuesday  ",,
Delhi," India",Female,2013-12-13,Gold,Grocery,269513,"Friday   ",,
"Greater Mumbai"," India",Male,2014-09-06,Gold,Fuel,252208,"Saturday ",Onam,"Restricted Holiday"
Bengaluru," India",Male,2015-02-05,Platinum,Fuel,198508,"Thursday ",,
Ahmedabad," India",Female,2014-08-08,Gold,Grocery,52611,"Friday   ",,
Ahmedabad," India",Male,2014-04-02,Platinum,Grocery,129515,Wednesday,,
Ahmedabad," India",Male,2013-10-13,Platinum,Bills,298523,"Sunday   ",Dussehra,"Gazetted Holiday"
Bengaluru," India",Male,2014-11-30,Platinum,Entertainment,9906,"Sunday   ",,
Bengaluru," India",Male,2014-02-01,Platinum,Bills,173744,"Saturday ",,
Ahmedabad," India",Female,2014-07-03,Platinum,Entertainment,200981,"Thursday ",,
"Greater Mumbai"," India",Female,2015-02-01,Platinum,Grocery,221928,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-03-04,Signature,Fuel,8635,"Tuesday  ",,
Bengaluru," India",Female,2013-11-24,Platinum,Entertainment,222660,"Sunday   ","Guru Tegh Bahadur's Martyrdom Day","Restricted Holiday"
Ahmedabad," India",Female,2014-06-09,Gold,Grocery,25069,"Monday   ",,
"Greater Mumbai"," India",Female,2014-10-17,Signature,Entertainment,183026,"Friday   ",,
Ahmedabad," India",Female,2014-04-26,Silver,Bills,37707,"Saturday ",,
Bengaluru," India",Male,2014-06-02,Signature,Bills,115533,"Monday   ",,
Bengaluru," India",Female,2013-11-26,Signature,Entertainment,128398,"Tuesday  ",,
Ahmedabad," India",Female,2014-05-24,Silver,Fuel,77385,"Saturday ",,
Bengaluru," India",Female,2015-05-24,Gold,Grocery,193919,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-06-07,Platinum,Food,198721,"Saturday ",,
"Greater Mumbai"," India",Female,2015-02-26,Signature,Grocery,133894,"Thursday ",,
Bengaluru," India",Female,2014-02-20,Silver,Entertainment,118670,"Thursday ",,
Bengaluru," India",Male,2015-01-26,Silver,Food,215961,"Monday   ","Republic Day","Gazetted Holiday"
Delhi," India",Male,2014-06-18,Platinum,Grocery,72088,Wednesday,,
"Greater Mumbai"," India",Female,2014-03-27,Platinum,Bills,185707,"Thursday ",,
Delhi," India",Male,2014-02-10,Gold,Food,50926,"Monday   ",,
Bengaluru," India",Female,2014-06-09,Silver,Entertainment,299379,"Monday   ",,
Delhi," India",Male,2014-09-01,Signature,Grocery,48704,"Monday   ",,
Delhi," India",Female,2014-06-22,Platinum,Bills,194055,"Sunday   ",,
Delhi," India",Female,2014-06-15,Signature,Fuel,33096,"Sunday   ","Father’s Day",Observance
"Greater Mumbai"," India",Male,2014-08-02,Platinum,Fuel,206948,"Saturday ",,
Ahmedabad," India",Female,2014-03-20,Silver,Entertainment,130438,"Thursday ","March Equinox",Season
Bengaluru," India",Male,2014-12-10,Signature,Bills,236755,Wednesday,,
"Greater Mumbai"," India",Female,2014-11-20,Signature,Food,129210,"Thursday ",,
Bengaluru," India",Female,2014-03-31,Platinum,Entertainment,206926,"Monday   ","Gudi Padwa","Restricted Holiday"
Bengaluru," India",Female,2014-03-31,Platinum,Entertainment,206926,"Monday   ",Ugadi,"Restricted Holiday"
Bengaluru," India",Female,2014-03-31,Platinum,Entertainment,206926,"Monday   ","Chaitra Sukhladi","Restricted Holiday"
Delhi," India",Female,2014-07-21,Gold,Grocery,101124,"Monday   ",,
"Greater Mumbai"," India",Male,2014-09-14,Signature,Fuel,85268,"Sunday   ",,
Bengaluru," India",Male,2014-06-08,Signature,Entertainment,19061,"Sunday   ",,
Bengaluru," India",Female,2014-09-08,Signature,Grocery,91436,"Monday   ",,
Delhi," India",Female,2014-02-20,Gold,Fuel,17855,"Thursday ",,
Ahmedabad," India",Female,2014-04-08,Platinum,Entertainment,217337,"Tuesday  ","Rama Navami","Gazetted Holiday"
Ahmedabad," India",Female,2013-12-24,Gold,Entertainment,297649,"Tuesday  ","Christmas Eve","Restricted Holiday"
Ahmedabad," India",Male,2014-08-27,Signature,Bills,66629,Wednesday,,
Bengaluru," India",Male,2015-04-14,Platinum,Grocery,241330,"Tuesday  ","Ambedkar Jayanti",Observance
Bengaluru," India",Male,2015-04-14,Platinum,Grocery,241330,"Tuesday  ",Vaisakhi,"Restricted Holiday"
Delhi," India",Female,2015-04-02,Signature,Food,271424,"Thursday ","Mahavir Jayanti","Gazetted Holiday"
Delhi," India",Female,2015-04-02,Signature,Food,271424,"Thursday ","Maundy Thursday","Observance, Christian"
Bengaluru," India",Female,2014-04-12,Silver,Grocery,219156,"Saturday ",,
Ahmedabad," India",Female,2015-03-18,Signature,Grocery,201441,Wednesday,,
Bengaluru," India",Male,2013-11-28,Signature,Entertainment,133349,"Thursday ","First Day of Hanukkah",Observance
Bengaluru," India",Male,2015-04-12,Silver,Food,299217,"Sunday   ",,
Bengaluru," India",Male,2013-10-28,Signature,Grocery,8051,"Monday   ",,
Delhi," India",Female,2014-09-30,Gold,Food,161309,"Tuesday  ","First Day of Durga Puja Festivities","Observance, Hinduism"
Bengaluru," India",Female,2014-04-11,Silver,Food,157755,"Friday   ",,
Bengaluru," India",Male,2014-03-29,Silver,Entertainment,279465,"Saturday ",,
"Greater Mumbai"," India",Female,2014-01-30,Silver,Bills,216616,"Thursday ",,
Delhi," India",Female,2013-12-06,Signature,Entertainment,237712,"Friday   ",,
"Greater Mumbai"," India",Female,2014-12-31,Platinum,Entertainment,192164,Wednesday,"New Year's Eve",Observance
Delhi," India",Female,2013-12-09,Gold,Grocery,183157,"Monday   ",,
Ahmedabad," India",Male,2015-03-31,Silver,Fuel,87529,"Tuesday  ",,
Ahmedabad," India",Female,2015-03-06,Gold,Fuel,131745,"Friday   ",Holi,"Restricted Holiday"
"Greater Mumbai"," India",Female,2014-07-02,Signature,Food,197143,Wednesday,,
Delhi," India",Male,2014-05-12,Platinum,Fuel,262129,"Monday   ",,
Ahmedabad," India",Male,2014-03-20,Silver,Food,95689,"Thursday ","March Equinox",Season
Ahmedabad," India",Male,2014-05-30,Platinum,Food,68355,"Friday   ",,
"Greater Mumbai"," India",Male,2014-01-11,Signature,Grocery,166188,"Saturday ",,
Bengaluru," India",Female,2014-12-25,Platinum,Grocery,36606,"Thursday ",Christmas,"Gazetted Holiday"
Bengaluru," India",Male,2014-01-08,Platinum,Grocery,91268,Wednesday,,
Delhi," India",Female,2014-08-30,Silver,Entertainment,204482,"Saturday ",,
"Greater Mumbai"," India",Male,2014-07-19,Silver,Bills,31860,"Saturday ",,
Delhi," India",Female,2015-05-04,Platinum,Fuel,67016,"Monday   ","Buddha Purnima/Vesak","Gazetted Holiday"
"Greater Mumbai"," India",Female,2014-11-19,Platinum,Entertainment,92448,Wednesday,,
Delhi," India",Male,2014-01-01,Signature,Fuel,78148,Wednesday,"New Year's Day","Restricted Holiday"
Delhi," India",Male,2014-07-02,Platinum,Fuel,12641,Wednesday,,
Delhi," India",Female,2015-03-26,Silver,Bills,160692,"Thursday ",,
"Greater Mumbai"," India",Male,2015-05-14,Signature,Bills,252756,"Thursday ",,
Ahmedabad," India",Female,2014-03-10,Silver,Grocery,95394,"Monday   ",,
Ahmedabad," India",Female,2014-04-16,Silver,Entertainment,227152,Wednesday,,
Ahmedabad," India",Male,2014-07-08,Platinum,Fuel,136820,"Tuesday  ",,
Bengaluru," India",Male,2015-05-07,Silver,Food,178041,"Thursday ",,
Bengaluru," India",Female,2014-12-20,Signature,Entertainment,19598,"Saturday ",,
"Greater Mumbai"," India",Male,2014-11-24,Gold,Bills,228215,"Monday   ","Guru Tegh Bahadur's Martyrdom Day","Restricted Holiday"
"Greater Mumbai"," India",Male,2014-04-14,Platinum,Entertainment,112891,"Monday   ","Ambedkar Jayanti",Observance
"Greater Mumbai"," India",Male,2014-04-14,Platinum,Entertainment,112891,"Monday   ",Vaisakhi,"Restricted Holiday"
Ahmedabad," India",Male,2013-10-09,Silver,Fuel,27626,Wednesday,,
"Greater Mumbai"," India",Male,2015-05-11,Signature,Fuel,229549,"Monday   ",,
Delhi," India",Female,2014-04-16,Signature,Grocery,280848,Wednesday,,
"Greater Mumbai"," India",Female,2014-03-10,Silver,Fuel,268407,"Monday   ",,
Ahmedabad," India",Male,2014-08-25,Platinum,Entertainment,276418,"Monday   ",,
Bengaluru," India",Male,2014-12-10,Silver,Bills,221788,Wednesday,,
Ahmedabad," India",Female,2014-11-16,Silver,Entertainment,62931,"Sunday   ",,
Delhi," India",Male,2013-12-28,Signature,Entertainment,239678,"Saturday ",,
Delhi," India",Female,2015-01-06,Gold,Grocery,9747,"Tuesday  ",,
Delhi," India",Male,2014-09-03,Silver,Entertainment,27345,Wednesday,,
"Greater Mumbai"," India",Male,2014-05-01,Gold,Fuel,53756,"Thursday ","International Worker's Day",Observance
Delhi," India",Male,2014-03-04,Signature,Entertainment,24937,"Tuesday  ",,
Delhi," India",Male,2014-02-27,Silver,Bills,28521,"Thursday ","Maha Shivaratri/Shivaratri","Gazetted Holiday"
Ahmedabad," India",Female,2015-02-26,Platinum,Bills,85339,"Thursday ",,
Bengaluru," India",Male,2013-10-11,Gold,Grocery,23448,"Friday   ","Maha Saptami","Restricted Holiday"
Delhi," India",Male,2014-10-02,Signature,Grocery,75033,"Thursday ","Maha Ashtami","Restricted Holiday"
Delhi," India",Male,2014-10-02,Signature,Grocery,75033,"Thursday ","Mahatma Gandhi Jayanti","Gazetted Holiday"
"Greater Mumbai"," India",Female,2015-04-19,Platinum,Bills,285254,"Sunday   ",,
"Greater Mumbai"," India",Male,2015-02-05,Gold,Grocery,58887,"Thursday ",,
"Greater Mumbai"," India",Male,2014-04-07,Gold,Entertainment,120546,"Monday   ",,
Ahmedabad," India",Male,2014-04-28,Gold,Food,39632,"Monday   ",,
Delhi," India",Female,2014-08-18,Gold,Entertainment,241234,"Monday   ","Parsi New Year","Restricted Holiday"
Delhi," India",Female,2014-08-18,Gold,Entertainment,241234,"Monday   ",Janmashtami,"Gazetted Holiday"
Delhi," India",Female,2014-07-16,Gold,Food,276057,Wednesday,,
Pune," India",Male,2014-02-10,Gold,Food,1171,"Monday   ",,
Delhi," India",Male,2014-05-23,Platinum,Bills,68806,"Friday   ",,
Delhi," India",Female,2014-01-19,Signature,Grocery,188813,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-07-16,Platinum,Fuel,68341,Wednesday,,
Bengaluru," India",Male,2013-10-15,Platinum,Grocery,265874,"Tuesday  ",,
Ahmedabad," India",Male,2014-04-29,Silver,Bills,191477,"Tuesday  ",,
Ahmedabad," India",Female,2014-02-14,Platinum,Entertainment,268598,"Friday   ","Valentine's Day",Observance
Ahmedabad," India",Female,2014-02-14,Platinum,Entertainment,268598,"Friday   ","Guru Ravidas Jayanti","Restricted Holiday"
"Greater Mumbai"," India",Female,2014-04-01,Silver,Entertainment,225017,"Tuesday  ",,
Ahmedabad," India",Female,2014-08-21,Platinum,Fuel,246212,"Thursday ",,
Bengaluru," India",Male,2015-01-11,Platinum,Bills,176941,"Sunday   ",,
Bengaluru," India",Male,2014-07-06,Silver,Entertainment,148660,"Sunday   ",,
Delhi," India",Male,2014-05-30,Platinum,Fuel,97664,"Friday   ",,
"Greater Mumbai"," India",Male,2014-03-05,Gold,Entertainment,145684,Wednesday,,
Bengaluru," India",Male,2014-06-21,Silver,Bills,55894,"Saturday ","June Solstice",Season
"Greater Mumbai"," India",Male,2013-11-13,Gold,Grocery,239149,Wednesday,,
"Greater Mumbai"," India",Male,2015-03-05,Signature,Grocery,199950,"Thursday ","Holika Dahana","Restricted Holiday"
"Greater Mumbai"," India",Female,2014-08-16,Silver,Entertainment,170835,"Saturday ",,
Bengaluru," India",Male,2014-01-18,Gold,Food,8328,"Saturday ",,
Bengaluru," India",Female,2014-02-10,Gold,Bills,181271,"Monday   ",,
Bengaluru," India",Female,2014-04-07,Signature,Entertainment,39247,"Monday   ",,
Bengaluru," India",Male,2013-12-21,Platinum,Entertainment,199288,"Saturday ","December Solstice",Season
Delhi," India",Female,2014-03-11,Platinum,Food,56606,"Tuesday  ",,
Ahmedabad," India",Male,2014-05-11,Signature,Entertainment,288843,"Sunday   ","Mother’s Day",Observance
Delhi," India",Female,2014-05-04,Gold,Fuel,178701,"Sunday   ",,
Bengaluru," India",Male,2015-05-03,Platinum,Food,223404,"Sunday   ","Hazarat Ali's Birthday","Restricted Holiday"
Delhi," India",Male,2015-05-11,Signature,Food,292980,"Monday   ",,
Bengaluru," India",Female,2015-04-24,Gold,Food,224782,"Friday   ",,
Bengaluru," India",Male,2014-07-02,Gold,Entertainment,27267,Wednesday,,
Ahmedabad," India",Female,2014-12-15,Silver,Bills,279110,"Monday   ",,
Delhi," India",Male,2014-08-08,Silver,Food,148733,"Friday   ",,
Delhi," India",Female,2014-09-25,Silver,Food,130664,"Thursday ","First Day of Sharad Navratri","Observance, Hinduism"
"Greater Mumbai"," India",Female,2014-10-31,Signature,Entertainment,43616,"Friday   ",Halloween,Observance
Delhi," India",Male,2015-01-04,Silver,Food,254028,"Sunday   ","Milad un-Nabi","Gazetted Holiday"
Bengaluru," India",Female,2015-04-24,Gold,Grocery,2628,"Friday   ",,
Bengaluru," India",Male,2013-10-12,Platinum,Entertainment,193522,"Saturday ","Maha Ashtami","Restricted Holiday"
Bengaluru," India",Male,2014-08-07,Signature,Fuel,292066,"Thursday ",,
Ahmedabad," India",Male,2014-07-29,Silver,Entertainment,270301,"Tuesday  ",,
Bengaluru," India",Male,2015-02-05,Signature,Entertainment,23826,"Thursday ",,
Bengaluru," India",Female,2015-05-07,Gold,Fuel,167615,"Thursday ",,
Delhi," India",Male,2014-03-02,Silver,Entertainment,193906,"Sunday   ",,
Delhi," India",Female,2014-08-18,Platinum,Food,244981,"Monday   ","Parsi New Year","Restricted Holiday"
Delhi," India",Female,2014-08-18,Platinum,Food,244981,"Monday   ",Janmashtami,"Gazetted Holiday"
Ahmedabad," India",Female,2014-03-11,Silver,Food,44908,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-10-19,Silver,Food,227797,"Sunday   ",,
Bengaluru," India",Female,2014-08-18,Platinum,Bills,288011,"Monday   ","Parsi New Year","Restricted Holiday"
Bengaluru," India",Female,2014-08-18,Platinum,Bills,288011,"Monday   ",Janmashtami,"Gazetted Holiday"
"Greater Mumbai"," India",Female,2015-03-12,Silver,Entertainment,258791,"Thursday ",,
Delhi," India",Male,2013-12-28,Silver,Bills,263323,"Saturday ",,
Delhi," India",Male,2014-03-17,Signature,Grocery,203094,"Monday   ",Holi,"Restricted Holiday"
"Greater Mumbai"," India",Male,2015-03-05,Gold,Food,45106,"Thursday ","Holika Dahana","Restricted Holiday"
Bengaluru," India",Female,2014-07-26,Silver,Grocery,18351,"Saturday ",,
"Greater Mumbai"," India",Female,2013-10-12,Signature,Entertainment,37103,"Saturday ","Maha Ashtami","Restricted Holiday"
Bengaluru," India",Female,2014-03-13,Silver,Food,141036,"Thursday ",,
"Greater Mumbai"," India",Female,2013-12-21,Gold,Bills,40116,"Saturday ","December Solstice",Season
"Greater Mumbai"," India",Male,2013-12-23,Signature,Food,212380,"Monday   ",,
Ahmedabad," India",Male,2015-03-21,Silver,Bills,174230,"Saturday ","March Equinox",Season
Ahmedabad," India",Male,2015-03-21,Silver,Bills,174230,"Saturday ","Gudi Padwa","Restricted Holiday"
Ahmedabad," India",Male,2015-03-21,Silver,Bills,174230,"Saturday ",Ugadi,"Restricted Holiday"
Ahmedabad," India",Male,2015-03-21,Silver,Bills,174230,"Saturday ","Chaitra Sukhladi","Restricted Holiday"
"Greater Mumbai"," India",Female,2015-03-29,Platinum,Fuel,109583,"Sunday   ",,
Bengaluru," India",Male,2014-01-06,Gold,Fuel,158143,"Monday   ",,
Delhi," India",Male,2013-12-27,Platinum,Food,207467,"Friday   ",,
Delhi," India",Female,2013-11-18,Silver,Bills,249325,"Monday   ",,
"Greater Mumbai"," India",Female,2013-11-27,Gold,Fuel,1310,Wednesday,,
"Greater Mumbai"," India",Female,2014-11-05,Signature,Bills,222116,Wednesday,,
